user_id,movie_id,ratings,age,gender,occupation,movie_title,release_date,genre_unknown,genre_action,genre_adventure,genre_animation,genre_children,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_fantasy,genre_film-noir,genre_horror,genre_musical,genre_mystery,genre_romance,genre_sci-fi,genre_thriller,genre_war,genre_western
1,11,2,24,M,technician,Seven (Se7en) (1995),01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,161,4,24,M,technician,Top Gun (1986),01-Jan-1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,95,4,24,M,technician,Aladdin (1992),01-Jan-1992,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,60,5,24,M,technician,Three Colors: Blue (1993),01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,179,3,24,M,technician,"Clockwork Orange, A (1971)",01-Jan-1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,83,3,24,M,technician,Much Ado About Nothing (1993),01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,64,5,24,M,technician,"Shawshank Redemption, The (1994)",01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,98,4,24,M,technician,"Silence of the Lambs, The (1991)",01-Jan-1991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,22,4,24,M,technician,Braveheart (1995),16-Feb-1996,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,135,4,24,M,technician,2001: A Space Odyssey (1968),01-Jan-1968,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1,202,5,24,M,technician,Groundhog Day (1993),01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,163,4,24,M,technician,"Return of the Pink Panther, The (1974)",01-Jan-1974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,3,24,M,technician,"Brothers McMullen, The (1995)",01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,89,5,24,M,technician,Blade Runner (1982),01-Jan-1982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,8,1,24,M,technician,Babe (1995),01-Jan-1995,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,214,4,24,M,technician,Pink Floyd - The Wall (1982),01-Jan-1982,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1,182,4,24,M,technician,GoodFellas (1990),01-Jan-1990,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,48,5,24,M,technician,Hoop Dreams (1994),01-Jan-1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,160,4,24,M,technician,Glengarry Glen Ross (1992),01-Jan-1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,175,5,24,M,technician,Brazil (1985),01-Jan-1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,99,3,24,M,technician,Snow White and the Seven Dwarfs (1937),01-Jan-1937,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,192,4,24,M,technician,Raging Bull (1980),01-Jan-1980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,128,4,24,M,technician,Supercop (1992),26-Jul-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,180,3,24,M,technician,Apocalypse Now (1979),01-Jan-1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,185,4,24,M,technician,Psycho (1960),01-Jan-1960,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,143,1,24,M,technician,"Sound of Music, The (1965)",01-Jan-1965,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,68,4,24,M,technician,"Crow, The (1994)",01-Jan-1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,55,5,24,M,technician,"Professional, The (1994)",01-Jan-1994,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
1,204,5,24,M,technician,Back to the Future (1985),01-Jan-1985,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,56,4,24,M,technician,Pulp Fiction (1994),01-Jan-1994,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,96,5,24,M,technician,Terminator 2: Judgment Day (1991),01-Jan-1991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,81,5,24,M,technician,"Hudsucker Proxy, The (1994)",01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,151,4,24,M,technician,Willy Wonka and the Chocolate Factory (1971),01-Jan-1971,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,79,4,24,M,technician,"Fugitive, The (1993)",01-Jan-1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,70,3,24,M,technician,Four Weddings and a Funeral (1994),01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,212,4,24,M,technician,"Unbearable Lightness of Being, The (1988)",01-Jan-1988,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,23,4,24,M,technician,Taxi Driver (1976),16-Feb-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,84,4,24,M,technician,Robert A. Heinlein's The Puppet Masters (1994),01-Jan-1994,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,184,4,24,M,technician,Army of Darkness (1993),01-Jan-1993,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,197,5,24,M,technician,"Graduate, The (1967)",01-Jan-1967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,191,5,24,M,technician,Amadeus (1984),01-Jan-1984,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,94,2,24,M,technician,Home Alone (1990),01-Jan-1990,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,134,4,24,M,technician,Citizen Kane (1941),01-Jan-1941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,145,2,24,M,technician,"Lawnmower Man, The (1992)",01-Jan-1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,207,5,24,M,technician,Cyrano de Bergerac (1990),01-Jan-1990,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,186,4,24,M,technician,"Blues Brothers, The (1980)",01-Jan-1980,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,97,3,24,M,technician,Dances with Wolves (1990),01-Jan-1990,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,188,3,24,M,technician,Full Metal Jacket (1987),01-Jan-1987,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,159,3,24,M,technician,Basic Instinct (1992),01-Jan-1992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,85,3,24,M,technician,"Ref, The (1994)",01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,36,2,24,M,technician,Mad Love (1995),01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,144,4,24,M,technician,Die Hard (1988),01-Jan-1988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,17,3,24,M,technician,From Dusk Till Dawn (1996),05-Feb-1996,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
1,174,5,24,M,technician,Raiders of the Lost Ark (1981),01-Jan-1981,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,252,2,24,M,technician,"Lost World: Jurassic Park, The (1997)",23-May-1997,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,105,2,24,M,technician,Sgt. Bilko (1996),29-Mar-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,148,2,24,M,technician,"Ghost and the Darkness, The (1996)",11-Oct-1996,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,108,5,24,M,technician,Kids in the Hall: Brain Candy (1996),12-Apr-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,147,3,24,M,technician,"Long Kiss Goodnight, The (1996)",05-Oct-1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,243,1,24,M,technician,Jungle2Jungle (1997),07-Mar-1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,220,3,24,M,technician,"Mirror Has Two Faces, The (1996)",15-Nov-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,106,4,24,M,technician,Diabolique (1996),01-Jan-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,122,3,24,M,technician,"Cable Guy, The (1996)",14-Jun-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,104,1,24,M,technician,Theodore Rex (1995),29-Mar-1996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,107,4,24,M,technician,Moll Flanders (1996),14-Jun-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,247,1,24,M,technician,Turbo: A Power Rangers Movie (1997),28-Mar-1997,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,120,1,24,M,technician,Striptease (1996),28-Jun-1996,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,45,5,24,M,technician,Eat Drink Man Woman (1994),01-Jan-1994,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,268,5,24,M,technician,Chasing Amy (1997),01-Jan-1997,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,267,4,24,M,technician,unknown,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,259,1,24,M,technician,George of the Jungle (1997),01-Jan-1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,261,1,24,M,technician,Air Bud (1997),01-Aug-1997,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,263,1,24,M,technician,Steel (1997),15-Aug-1997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,3,24,M,technician,Richard III (1995),22-Jan-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,150,5,24,M,technician,Swingers (1996),18-Oct-1996,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,234,4,24,M,technician,Jaws (1975),01-Jan-1975,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,92,3,24,M,technician,True Romance (1993),01-Jan-1993,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,71,3,24,M,technician,"Lion King, The (1994)",01-Jan-1994,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,42,5,24,M,technician,Clerks (1994),01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,176,5,24,M,technician,Aliens (1986),01-Jan-1986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1,91,5,24,M,technician,"Nightmare Before Christmas, The (1993)",01-Jan-1993,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,193,4,24,M,technician,"Right Stuff, The (1983)",01-Jan-1983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,217,3,24,M,technician,Bram Stoker's Dracula (1992),01-Jan-1992,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,177,5,24,M,technician,"Good, The Bad and The Ugly, The (1966)",01-Jan-1966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,216,5,24,M,technician,When Harry Met Sally... (1989),01-Jan-1989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,194,4,24,M,technician,"Sting, The (1973)",01-Jan-1973,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,73,3,24,M,technician,Maverick (1994),01-Jan-1994,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,59,5,24,M,technician,Three Colors: Red (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,133,4,24,M,technician,Gone with the Wind (1939),01-Jan-1939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1,41,2,24,M,technician,Billy Madison (1995),01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,195,5,24,M,technician,"Terminator, The (1984)",01-Jan-1984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,218,3,24,M,technician,Cape Fear (1991),01-Jan-1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,170,5,24,M,technician,Cinema Paradiso (1988),01-Jan-1988,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1,213,2,24,M,technician,"Room with a View, A (1986)",01-Jan-1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,157,4,24,M,technician,Platoon (1986),01-Jan-1986,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,223,5,24,M,technician,Sling Blade (1996),22-Nov-1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,227,4,24,M,technician,Star Trek VI: The Undiscovered Country (1991),01-Jan-1991,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,27,2,24,M,technician,Bad Boys (1995),01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,80,4,24,M,technician,Hot Shots! Part Deux (1993),01-Jan-1993,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,231,1,24,M,technician,Batman Returns (1992),01-Jan-1992,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1,67,3,24,M,technician,Ace Ventura: Pet Detective (1994),01-Jan-1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,200,3,24,M,technician,"Shining, The (1980)",01-Jan-1980,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,119,5,24,M,technician,Maya Lin: A Strong Clear Vision (1994),01-Jan-1994,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,4,3,24,M,technician,Get Shorty (1995),01-Jan-1995,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,215,3,24,M,technician,Field of Dreams (1989),01-Jan-1989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,164,3,24,M,technician,"Abyss, The (1989)",01-Jan-1989,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,2,3,24,M,technician,GoldenEye (1995),01-Jan-1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,206,4,24,M,technician,Akira (1988),01-Jan-1988,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1,77,4,24,M,technician,"Firm, The (1993)",01-Jan-1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,53,3,24,M,technician,Natural Born Killers (1994),01-Jan-1994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,136,3,24,M,technician,Mr. Smith Goes to Washington (1939),01-Jan-1939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,40,3,24,M,technician,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,46,4,24,M,technician,Exotica (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,153,3,24,M,technician,"Fish Called Wanda, A (1988)",01-Jan-1988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,269,5,24,M,technician,"Full Monty, The (1997)",01-Jan-1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,254,1,24,M,technician,Batman & Robin (1997),20-Jun-1997,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,115,5,24,M,technician,"Haunted World of Edward D. Wood Jr., The (1995)",26-Apr-1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,173,5,24,M,technician,"Princess Bride, The (1987)",01-Jan-1987,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,211,3,24,M,technician,M*A*S*H (1970),01-Jan-1970,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,229,4,24,M,technician,Star Trek III: The Search for Spock (1984),01-Jan-1984,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,155,2,24,M,technician,Dirty Dancing (1987),01-Jan-1987,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1,203,4,24,M,technician,Unforgiven (1992),01-Jan-1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,62,3,24,M,technician,Stargate (1994),01-Jan-1994,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,90,4,24,M,technician,So I Married an Axe Murderer (1993),01-Jan-1993,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,219,1,24,M,technician,"Nightmare on Elm Street, A (1984)",01-Jan-1984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,167,2,24,M,technician,Private Benjamin (1980),01-Jan-1980,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,61,4,24,M,technician,Three Colors: White (1994),01-Jan-1994,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,230,4,24,M,technician,Star Trek IV: The Voyage Home (1986),01-Jan-1986,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,162,4,24,M,technician,On Golden Pond (1981),01-Jan-1981,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,35,1,24,M,technician,Free Willy 2: The Adventure Home (1995),01-Jan-1995,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
